transaction_id,customer_id,merchant_id,transaction_date,amount,currency,card_number,card_brand,card_type,card_subtype,merchant_name,merchant_category_code,merchant_category,merchant_description,transaction_status,authorization_code,region_code,region_name,country_code,timezone,customer_tier,customer_credit_limit,primary_department,sensitivity_level,risk_level,risk_score,is_international,is_online,processor_response_code,created_timestamp,updated_timestamp
TXN_E79955B52C2C,CUST_233096,MERCH_45227,2025-04-23 13:34:22,634.98,USD,6***-****-****-8457,DISCOVER,CREDIT,REWARDS,Retail Store #524,5999,RETAIL,Miscellaneous Retail,APPROVED,AUTH477617,US_EAST,US East,US,America/New_York,STANDARD,10000,CUSTOMER_SERVICE,PUBLIC,LOW,49.96,False,True,51,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_29AB1C30FFAD,CUST_264951,MERCH_43438,2025-08-11 02:21:04,865.67,USD,4***-****-****-1753,VISA,CREDIT,TRAVEL,Retail Store #484,5311,RETAIL,Department Stores,APPROVED,AUTH481657,US_EAST,US East,US,America/New_York,STANDARD,10000,OPERATIONS,PUBLIC,LOW,92.02,False,True,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_765C51185206,CUST_679720,MERCH_95944,2024-10-27 23:41:13,1014.04,USD,3***-******-33507,AMEX,CREDIT,REWARDS,Retail Store #229,5999,RETAIL,Miscellaneous Retail,APPROVED,AUTH943409,ASIA_PAC,Asia Pacific,JP,Asia/Tokyo,SILVER,25000,OPERATIONS,INTERNAL,LOW,95.41,True,False,43,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_6F226F0105C3,CUST_911102,MERCH_50723,2025-06-25 20:08:15,1252.98,USD,3***-******-58270,AMEX,CREDIT,CASHBACK,Retail Store #606,5311,RETAIL,Department Stores,APPROVED,AUTH617326,EUROPE,Europe,DE,Europe/London,GOLD,100000,CUSTOMER_SERVICE,INTERNAL,MEDIUM,73.25,True,True,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_B9D1A11B0239,CUST_529954,MERCH_13133,2025-08-07 08:05:56,740.7,USD,4***-****-****-2703,VISA,CREDIT,TRAVEL,Transport Store #211,4111,TRANSPORT,"Transportation, Suburban and Local",APPROVED,AUTH655550,US_WEST,US West,US,America/Los_Angeles,STANDARD,10000,CUSTOMER_SERVICE,PUBLIC,LOW,41.98,True,True,43,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_2DA856AEFB8F,CUST_197545,MERCH_15754,2024-10-18 17:37:55,411.76,USD,3***-******-93521,AMEX,CREDIT,CASHBACK,Entertainment Store #840,7995,ENTERTAINMENT,"Betting, Gambling",PENDING,AUTH513507,US_WEST,US West,US,America/Los_Angeles,STANDARD,10000,COMPLIANCE,PUBLIC,LOW,59.19,True,False,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_24BC35729CE1,CUST_348273,MERCH_48230,2024-10-10 14:55:37,944.12,USD,6***-****-****-2785,DISCOVER,DEBIT,STANDARD,Transport Store #160,4111,TRANSPORT,"Transportation, Suburban and Local",APPROVED,AUTH210790,EUROPE,Europe,DE,Europe/London,STANDARD,10000,OPERATIONS,PUBLIC,LOW,44.96,False,False,05,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_FA0A3A52EFF5,CUST_661957,MERCH_56961,2025-07-29 13:16:18,353.83,USD,4***-****-****-4522,VISA,CREDIT,CASHBACK,Restaurant Store #856,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH998182,US_WEST,US West,US,America/Los_Angeles,SILVER,25000,OPERATIONS,PUBLIC,LOW,14.83,True,False,54,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_F6F291FB50D4,CUST_638401,MERCH_16416,2025-04-13 06:17:17,211.13,USD,4***-****-****-8570,VISA,PREPAID,GIFT,Liquor Store #105,5921,LIQUOR,"Package Stores, Beer, Wine, Liquor",DECLINED,AUTH942946,EUROPE,Europe,DE,Europe/London,SILVER,25000,COMPLIANCE,PUBLIC,LOW,12.15,True,True,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_7C244276B133,CUST_307757,MERCH_62505,2024-10-10 17:43:15,41.36,USD,4***-****-****-2056,VISA,DEBIT,STANDARD,Apparel Store #203,5691,APPAREL,Men's and Women's Clothing,APPROVED,AUTH777366,EUROPE,Europe,IT,Europe/London,STANDARD,10000,FRAUD,CONFIDENTIAL,HIGH,80.93,True,False,05,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_CC383D6F53D4,CUST_144770,MERCH_70423,2024-11-17 17:28:10,292.85,USD,6***-****-****-4066,DISCOVER,CREDIT,CASHBACK,Entertainment Store #282,7995,ENTERTAINMENT,"Betting, Gambling",APPROVED,AUTH393448,US_EAST,US East,US,America/New_York,GOLD,100000,COMPLIANCE,PUBLIC,LOW,88.34,False,True,41,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_A05FCEA509D3,CUST_778720,MERCH_48680,2024-11-28 01:52:16,323.11,USD,4***-****-****-9907,VISA,CREDIT,CASHBACK,Restaurant Store #814,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH120478,ASIA_PAC,Asia Pacific,HK,Asia/Tokyo,SILVER,25000,OPERATIONS,PUBLIC,LOW,78.19,False,False,61,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_5C3A496B95A0,CUST_460745,MERCH_84141,2025-07-10 23:17:32,576.25,USD,3***-******-79393,AMEX,CREDIT,REWARDS,Apparel Store #367,5691,APPAREL,Men's and Women's Clothing,APPROVED,AUTH904092,EUROPE,Europe,ES,Europe/London,SILVER,25000,CUSTOMER_SERVICE,INTERNAL,MEDIUM,99.96,True,True,41,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_E9BE5BCEAAE8,CUST_788772,MERCH_41608,2025-02-09 11:09:00,367.71,USD,4***-****-****-3846,VISA,CREDIT,TRAVEL,Retail Store #181,5311,RETAIL,Department Stores,APPROVED,AUTH348041,EUROPE,Europe,ES,Europe/London,STANDARD,10000,FRAUD,RESTRICTED,CRITICAL,31.8,False,True,51,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_3666DE5905F5,CUST_695225,MERCH_83873,2024-10-16 16:02:58,150.55,USD,6***-****-****-4584,DISCOVER,CREDIT,REWARDS,Financial Store #21,6051,FINANCIAL,"Non-FI, Money Orders",APPROVED,AUTH652021,US_WEST,US West,US,America/Los_Angeles,STANDARD,10000,COMPLIANCE,PUBLIC,LOW,0.07,True,True,51,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_46ABFF357399,CUST_851763,MERCH_33260,2024-10-09 18:49:59,189.93,USD,5***-****-****-2655,MASTERCARD,CREDIT,REWARDS,Restaurant Store #345,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH416423,EUROPE,Europe,FR,Europe/London,GOLD,100000,CUSTOMER_SERVICE,INTERNAL,MEDIUM,13.65,True,False,61,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_25CBF6644A1A,CUST_780714,MERCH_51586,2025-02-05 13:35:06,320.69,USD,3***-******-26691,AMEX,CREDIT,CASHBACK,Retail Store #182,5311,RETAIL,Department Stores,APPROVED,AUTH864234,US_WEST,US West,US,America/Los_Angeles,STANDARD,10000,CUSTOMER_SERVICE,INTERNAL,MEDIUM,94.88,False,True,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_BB58B222E86D,CUST_731650,MERCH_51709,2025-01-24 07:17:39,491.28,USD,6***-****-****-2453,DISCOVER,CREDIT,REWARDS,Gas Store #842,5541,GAS,Service Stations,APPROVED,AUTH843404,US_WEST,US West,US,America/Los_Angeles,STANDARD,10000,OPERATIONS,PUBLIC,LOW,44.66,False,True,41,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_F7011CE583DB,CUST_826847,MERCH_18885,2024-11-15 05:10:34,442.85,USD,4***-****-****-7204,VISA,CREDIT,REWARDS,Grocery Store #360,5411,GROCERY,"Grocery Stores, Supermarkets",APPROVED,AUTH672547,EUROPE,Europe,IT,Europe/London,SILVER,25000,CUSTOMER_SERVICE,INTERNAL,MEDIUM,10.14,False,True,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_E67DCA9D2380,CUST_573209,MERCH_19661,2024-11-13 02:31:41,367.33,USD,4***-****-****-6536,VISA,CREDIT,REWARDS,Restaurant Store #609,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH743453,US_EAST,US East,US,America/New_York,SILVER,25000,OPERATIONS,INTERNAL,MEDIUM,70.45,False,False,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_46F5ADFE49F5,CUST_736818,MERCH_66911,2025-06-22 02:38:26,439.0,USD,5***-****-****-5612,MASTERCARD,CREDIT,REWARDS,Liquor Store #305,5921,LIQUOR,"Package Stores, Beer, Wine, Liquor",APPROVED,AUTH349087,US_WEST,US West,US,America/Los_Angeles,GOLD,100000,COMPLIANCE,INTERNAL,MEDIUM,4.96,False,True,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_374B1BFD99DA,CUST_478356,MERCH_10500,2025-05-17 11:09:28,597.79,USD,6***-****-****-8758,DISCOVER,DEBIT,STANDARD,Retail Store #865,5311,RETAIL,Department Stores,APPROVED,AUTH221119,ASIA_PAC,Asia Pacific,AU,Asia/Tokyo,GOLD,100000,OPERATIONS,PUBLIC,LOW,78.49,False,False,43,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_96B2F2C1F52E,CUST_195563,MERCH_94130,2025-03-11 05:26:38,135.38,USD,3***-******-83956,AMEX,DEBIT,STANDARD,Gas Store #64,5541,GAS,Service Stations,APPROVED,AUTH258471,ASIA_PAC,Asia Pacific,JP,Asia/Tokyo,GOLD,100000,CUSTOMER_SERVICE,PUBLIC,LOW,8.57,False,False,41,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_F2B7138459AC,CUST_680493,MERCH_17993,2024-10-12 06:42:14,406.91,USD,6***-****-****-9226,DISCOVER,CREDIT,CASHBACK,Apparel Store #585,5691,APPAREL,Men's and Women's Clothing,DECLINED,AUTH641922,ASIA_PAC,Asia Pacific,SG,Asia/Tokyo,STANDARD,10000,OPERATIONS,PUBLIC,LOW,12.03,False,True,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_A8A0AD43487F,CUST_322182,MERCH_35260,2025-08-01 13:14:27,1198.19,USD,6***-****-****-2097,DISCOVER,CREDIT,REWARDS,Retail Store #90,5311,RETAIL,Department Stores,CANCELLED,AUTH506951,US_WEST,US West,US,America/Los_Angeles,PREMIUM,500000,CUSTOMER_SERVICE,RESTRICTED,LOW,55.21,False,False,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_9757FCE3294A,CUST_924758,MERCH_91665,2024-12-31 17:22:06,434.4,USD,4***-****-****-7732,VISA,CREDIT,REWARDS,Restaurant Store #271,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH501650,ASIA_PAC,Asia Pacific,HK,Asia/Tokyo,GOLD,100000,CUSTOMER_SERVICE,PUBLIC,LOW,57.2,False,True,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_CC91D1DCB31C,CUST_388792,MERCH_62818,2025-06-06 18:50:39,122.6,USD,6***-****-****-5400,DISCOVER,CREDIT,TRAVEL,Grocery Store #919,5411,GROCERY,"Grocery Stores, Supermarkets",APPROVED,AUTH490532,US_WEST,US West,US,America/Los_Angeles,STANDARD,10000,CUSTOMER_SERVICE,INTERNAL,MEDIUM,33.79,False,False,43,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_E0CC0BB450BB,CUST_983788,MERCH_74437,2025-06-21 15:41:33,342.17,USD,3***-******-94614,AMEX,CREDIT,REWARDS,Entertainment Store #92,7995,ENTERTAINMENT,"Betting, Gambling",APPROVED,AUTH297064,US_EAST,US East,US,America/New_York,STANDARD,10000,COMPLIANCE,PUBLIC,LOW,21.14,False,False,61,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_0F12E4755FA6,CUST_896386,MERCH_77698,2024-11-03 07:08:15,391.36,USD,5***-****-****-3846,MASTERCARD,CREDIT,CASHBACK,Restaurant Store #198,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH973390,EUROPE,Europe,DE,Europe/London,STANDARD,10000,OPERATIONS,PUBLIC,LOW,83.7,True,True,61,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_636740930E72,CUST_153015,MERCH_57235,2025-03-20 10:36:44,299.05,USD,6***-****-****-8775,DISCOVER,DEBIT,STANDARD,Restaurant Store #601,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH678115,US_WEST,US West,US,America/Los_Angeles,SILVER,25000,OPERATIONS,PUBLIC,LOW,34.42,False,True,43,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_062F9ECBE48B,CUST_128783,MERCH_60667,2024-12-25 02:49:49,1310.14,USD,5***-****-****-1145,MASTERCARD,CREDIT,CASHBACK,Retail Store #486,5311,RETAIL,Department Stores,APPROVED,AUTH238741,US_EAST,US East,US,America/New_York,GOLD,100000,OPERATIONS,INTERNAL,LOW,60.11,False,True,41,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_D865C192941A,CUST_364650,MERCH_89736,2025-03-08 20:57:40,212.82,USD,3***-******-71171,AMEX,CREDIT,TRAVEL,Liquor Store #310,5921,LIQUOR,"Package Stores, Beer, Wine, Liquor",DECLINED,AUTH810091,EUROPE,Europe,ES,Europe/London,STANDARD,10000,COMPLIANCE,INTERNAL,MEDIUM,82.43,False,True,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_2E699C738893,CUST_636361,MERCH_96816,2025-01-20 05:10:49,988.59,USD,3***-******-46291,AMEX,CREDIT,CASHBACK,Retail Store #268,5999,RETAIL,Miscellaneous Retail,APPROVED,AUTH787991,EUROPE,Europe,FR,Europe/London,STANDARD,10000,CUSTOMER_SERVICE,PUBLIC,LOW,18.84,True,True,54,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_58CA120C6D82,CUST_792616,MERCH_51888,2025-06-24 17:37:50,54.61,USD,3***-******-54979,AMEX,CREDIT,TRAVEL,Retail Store #744,5999,RETAIL,Miscellaneous Retail,DECLINED,AUTH848021,US_WEST,US West,US,America/Los_Angeles,STANDARD,10000,OPERATIONS,PUBLIC,LOW,68.63,False,False,43,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_63DE6F2DA429,CUST_986486,MERCH_32280,2025-06-02 14:10:05,2259.02,USD,3***-******-95778,AMEX,CREDIT,CASHBACK,Financial Store #92,6051,FINANCIAL,"Non-FI, Money Orders",APPROVED,AUTH333049,US_WEST,US West,US,America/Los_Angeles,SILVER,25000,COMPLIANCE,INTERNAL,LOW,22.33,False,False,51,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_AC6A1BBD2714,CUST_489737,MERCH_44152,2025-03-14 00:11:46,1781.06,USD,4***-****-****-7253,VISA,CREDIT,REWARDS,Apparel Store #543,5691,APPAREL,Men's and Women's Clothing,APPROVED,AUTH412848,EUROPE,Europe,IT,Europe/London,SILVER,25000,OPERATIONS,INTERNAL,LOW,5.41,True,True,41,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_41E1C7D5FC0E,CUST_459315,MERCH_63633,2024-11-19 06:54:40,160.14,USD,5***-****-****-1077,MASTERCARD,DEBIT,STANDARD,Restaurant Store #463,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH386814,ASIA_PAC,Asia Pacific,SG,Asia/Tokyo,GOLD,100000,OPERATIONS,PUBLIC,LOW,76.12,True,True,61,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_607ED96B9BA2,CUST_923353,MERCH_21539,2024-09-26 06:24:54,434.02,USD,6***-****-****-7112,DISCOVER,CREDIT,TRAVEL,Liquor Store #973,5921,LIQUOR,"Package Stores, Beer, Wine, Liquor",PENDING,AUTH114760,US_WEST,US West,US,America/Los_Angeles,STANDARD,10000,COMPLIANCE,PUBLIC,LOW,75.68,True,True,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_88100FB021E1,CUST_757128,MERCH_42613,2024-11-15 11:31:50,37.32,USD,5***-****-****-5885,MASTERCARD,CREDIT,REWARDS,Restaurant Store #972,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH404955,US_WEST,US West,US,America/Los_Angeles,STANDARD,10000,OPERATIONS,PUBLIC,LOW,72.78,False,False,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_3AB25311ECA2,CUST_459381,MERCH_74248,2024-11-01 13:42:58,109.54,USD,6***-****-****-9267,DISCOVER,CREDIT,REWARDS,Grocery Store #174,5411,GROCERY,"Grocery Stores, Supermarkets",APPROVED,AUTH229144,EUROPE,Europe,FR,Europe/London,STANDARD,10000,OPERATIONS,INTERNAL,MEDIUM,71.11,True,False,43,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_3581A12B73F4,CUST_908713,MERCH_80088,2025-03-03 04:05:56,193.23,USD,4***-****-****-8772,VISA,CREDIT,REWARDS,Grocery Store #719,5411,GROCERY,"Grocery Stores, Supermarkets",APPROVED,AUTH260565,US_EAST,US East,US,America/New_York,STANDARD,10000,CUSTOMER_SERVICE,PUBLIC,LOW,69.52,False,True,43,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_4A6BC0F6FA64,CUST_541315,MERCH_96725,2025-06-17 18:10:35,499.89,USD,5***-****-****-5631,MASTERCARD,CREDIT,REWARDS,Liquor Store #117,5921,LIQUOR,"Package Stores, Beer, Wine, Liquor",APPROVED,AUTH922880,US_EAST,US East,US,America/New_York,STANDARD,10000,COMPLIANCE,PUBLIC,LOW,49.77,False,True,43,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_40A4CD7E0411,CUST_971889,MERCH_78569,2025-06-05 21:18:54,466.9,USD,5***-****-****-6416,MASTERCARD,CREDIT,CASHBACK,Grocery Store #241,5411,GROCERY,"Grocery Stores, Supermarkets",APPROVED,AUTH102871,US_WEST,US West,US,America/Los_Angeles,SILVER,25000,FRAUD,CONFIDENTIAL,HIGH,67.16,True,False,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_5B053AEB06A4,CUST_194458,MERCH_77070,2024-12-23 04:36:48,474.99,USD,3***-******-23082,AMEX,CREDIT,REWARDS,Retail Store #833,5311,RETAIL,Department Stores,APPROVED,AUTH283188,US_EAST,US East,US,America/New_York,STANDARD,10000,FRAUD,CONFIDENTIAL,HIGH,85.22,False,False,51,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_DDC9380024A6,CUST_546688,MERCH_25191,2025-01-28 11:11:11,447.79,USD,4***-****-****-2522,VISA,DEBIT,STANDARD,Gas Store #382,5541,GAS,Service Stations,APPROVED,AUTH954551,US_EAST,US East,US,America/New_York,STANDARD,10000,CUSTOMER_SERVICE,PUBLIC,LOW,18.29,False,False,54,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_9E688B835725,CUST_578715,MERCH_45629,2024-10-04 09:24:49,490.88,USD,6***-****-****-2699,DISCOVER,CREDIT,CASHBACK,Gas Store #427,5541,GAS,Service Stations,APPROVED,AUTH719446,ASIA_PAC,Asia Pacific,HK,Asia/Tokyo,STANDARD,10000,OPERATIONS,PUBLIC,LOW,80.23,False,True,54,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_055ED51D5915,CUST_917012,MERCH_57002,2025-02-18 08:14:12,360.94,USD,5***-****-****-2037,MASTERCARD,DEBIT,STANDARD,Entertainment Store #268,7995,ENTERTAINMENT,"Betting, Gambling",DECLINED,AUTH786789,US_EAST,US East,US,America/New_York,STANDARD,10000,COMPLIANCE,PUBLIC,LOW,1.24,False,True,51,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_7A66D40590D7,CUST_644315,MERCH_78564,2024-11-08 08:20:58,840.64,USD,6***-****-****-1190,DISCOVER,CREDIT,TRAVEL,Transport Store #659,4111,TRANSPORT,"Transportation, Suburban and Local",APPROVED,AUTH264550,US_EAST,US East,US,America/New_York,SILVER,25000,OPERATIONS,PUBLIC,LOW,85.19,False,True,05,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_87664E20A7A8,CUST_887931,MERCH_74441,2025-02-15 05:36:13,2061.05,USD,4***-****-****-2291,VISA,PREPAID,GIFT,Financial Store #471,6051,FINANCIAL,"Non-FI, Money Orders",APPROVED,AUTH565765,EUROPE,Europe,ES,Europe/London,SILVER,25000,COMPLIANCE,INTERNAL,LOW,44.81,False,False,51,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_61F31E3AF609,CUST_224473,MERCH_75191,2025-05-17 05:04:32,155.78,USD,4***-****-****-9328,VISA,CREDIT,CASHBACK,Restaurant Store #576,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH316899,US_EAST,US East,US,America/New_York,GOLD,100000,FRAUD,CONFIDENTIAL,HIGH,95.04,False,False,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_FE88C07213A1,CUST_956255,MERCH_39218,2025-07-03 12:09:52,662.32,USD,6***-****-****-6592,DISCOVER,CREDIT,TRAVEL,Transport Store #364,4111,TRANSPORT,"Transportation, Suburban and Local",APPROVED,AUTH970196,ASIA_PAC,Asia Pacific,AU,Asia/Tokyo,SILVER,25000,OPERATIONS,PUBLIC,LOW,54.77,False,True,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_286A1DAEF1B5,CUST_272129,MERCH_74542,2024-10-28 12:13:19,465.46,USD,6***-****-****-4532,DISCOVER,CREDIT,TRAVEL,Restaurant Store #469,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH964607,US_WEST,US West,US,America/Los_Angeles,STANDARD,10000,CUSTOMER_SERVICE,PUBLIC,LOW,71.68,True,False,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_0285A253E87E,CUST_764000,MERCH_98098,2025-04-14 11:13:58,749.22,USD,5***-****-****-8912,MASTERCARD,CREDIT,CASHBACK,Entertainment Store #947,7995,ENTERTAINMENT,"Betting, Gambling",APPROVED,AUTH633025,US_EAST,US East,US,America/New_York,STANDARD,10000,COMPLIANCE,INTERNAL,MEDIUM,69.18,False,True,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_82C5F2E86FF1,CUST_208584,MERCH_60778,2025-01-03 20:41:09,463.79,USD,5***-****-****-3263,MASTERCARD,CREDIT,CASHBACK,Retail Store #423,5999,RETAIL,Miscellaneous Retail,APPROVED,AUTH731792,EUROPE,Europe,ES,Europe/London,STANDARD,10000,OPERATIONS,PUBLIC,LOW,29.89,False,True,41,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_3E6566617100,CUST_319899,MERCH_91810,2025-01-14 19:36:07,356.62,USD,5***-****-****-8870,MASTERCARD,DEBIT,STANDARD,Gas Store #597,5541,GAS,Service Stations,APPROVED,AUTH698357,EUROPE,Europe,IT,Europe/London,STANDARD,10000,CUSTOMER_SERVICE,PUBLIC,LOW,67.42,False,False,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_C67675678A67,CUST_648122,MERCH_23955,2024-12-31 22:14:24,1373.11,USD,4***-****-****-2016,VISA,CREDIT,REWARDS,Retail Store #708,5311,RETAIL,Department Stores,APPROVED,AUTH922458,US_EAST,US East,US,America/New_York,SILVER,25000,OPERATIONS,INTERNAL,MEDIUM,20.4,False,True,51,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_3771C7B8DB2F,CUST_953568,MERCH_69322,2025-07-18 01:49:03,818.94,USD,5***-****-****-5712,MASTERCARD,CREDIT,TRAVEL,Financial Store #710,6051,FINANCIAL,"Non-FI, Money Orders",APPROVED,AUTH796772,US_EAST,US East,US,America/New_York,STANDARD,10000,COMPLIANCE,PUBLIC,LOW,92.65,False,False,54,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_771B4EF781E9,CUST_926394,MERCH_99803,2025-08-15 12:52:41,454.2,USD,3***-******-93071,AMEX,CREDIT,REWARDS,Retail Store #722,5311,RETAIL,Department Stores,APPROVED,AUTH844012,EUROPE,Europe,FR,Europe/London,STANDARD,10000,OPERATIONS,INTERNAL,MEDIUM,75.51,True,True,43,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_486AA4CA0690,CUST_570616,MERCH_33255,2024-12-23 05:40:52,117.1,USD,4***-****-****-5178,VISA,CREDIT,REWARDS,Liquor Store #6,5921,LIQUOR,"Package Stores, Beer, Wine, Liquor",APPROVED,AUTH446620,US_EAST,US East,US,America/New_York,GOLD,100000,COMPLIANCE,PUBLIC,LOW,70.97,False,True,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_0D96593EF321,CUST_261169,MERCH_52287,2024-10-09 22:05:16,630.46,USD,3***-******-51662,AMEX,CREDIT,TRAVEL,Entertainment Store #539,7995,ENTERTAINMENT,"Betting, Gambling",APPROVED,AUTH330646,US_EAST,US East,US,America/New_York,STANDARD,10000,COMPLIANCE,PUBLIC,LOW,52.06,False,True,54,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_46AC1ACA026D,CUST_669460,MERCH_80390,2025-06-30 22:02:57,622.1,USD,5***-****-****-1144,MASTERCARD,CREDIT,REWARDS,Transport Store #118,4111,TRANSPORT,"Transportation, Suburban and Local",APPROVED,AUTH801432,ASIA_PAC,Asia Pacific,AU,Asia/Tokyo,GOLD,100000,CUSTOMER_SERVICE,PUBLIC,LOW,44.57,True,True,51,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_1CCA05A12F9D,CUST_499898,MERCH_24860,2025-07-20 09:35:02,1320.97,USD,4***-****-****-8975,VISA,CREDIT,TRAVEL,Financial Store #45,6051,FINANCIAL,"Non-FI, Money Orders",APPROVED,AUTH410833,ASIA_PAC,Asia Pacific,SG,Asia/Tokyo,SILVER,25000,COMPLIANCE,INTERNAL,LOW,32.03,True,True,14,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_357F1A64FCC2,CUST_910883,MERCH_80513,2025-07-30 11:17:13,566.65,USD,5***-****-****-8130,MASTERCARD,CREDIT,REWARDS,Liquor Store #663,5921,LIQUOR,"Package Stores, Beer, Wine, Liquor",APPROVED,AUTH956429,US_EAST,US East,US,America/New_York,STANDARD,10000,COMPLIANCE,PUBLIC,LOW,74.69,False,True,00,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_661D39BA8B10,CUST_581532,MERCH_53478,2025-08-31 09:48:00,1367.37,USD,3***-******-60860,AMEX,CREDIT,REWARDS,Financial Store #462,6051,FINANCIAL,"Non-FI, Money Orders",APPROVED,AUTH760830,US_EAST,US East,US,America/New_York,GOLD,100000,COMPLIANCE,INTERNAL,MEDIUM,43.3,False,True,54,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_28B2E01BE083,CUST_806004,MERCH_25506,2025-01-02 04:15:45,394.51,USD,4***-****-****-2417,VISA,CREDIT,TRAVEL,Restaurant Store #289,5812,RESTAURANT,"Eating Places, Restaurants",APPROVED,AUTH902448,US_EAST,US East,US,America/New_York,STANDARD,10000,CUSTOMER_SERVICE,PUBLIC,LOW,38.14,False,True,61,2025-09-11 14:47:23,2025-09-11 14:47:23
TXN_ED80A035BE15,CUST_263917,MERCH_79922,2025-07-17 08:53:10,434.23,USD,3***-******-11461,AMEX,CREDIT,CASHBACK,Gas Store #567,5541,GAS,Service Stations,APPROVED,AUTH682032,US_WEST,US West,US,America/Los_Angeles,GOLD,100000,CUSTOMER_SERVICE,INTERNAL,MEDIUM,12.32,True,False,05,2025-09-11 14:47:23,2025-09-11 14:47:23
